status_pemeriksaan;durasi;sejarah_kredit;tujuan_kredit;jumlah kredit;status_tabungan;pekerjaan;komitmen_cicilan;status_pribadi;pihak_lain;lama_tinggal;nilai_properti;usia;rencana_pembayaran_lainnya;tempat_tinggal;kredit_yang_ada;pekerjaan;jumlah_tanggungan;memiliki_ponsel;pekerja_asing;kelas
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;pendidikan;1927;tidak diketahui;1;3;wanita bercerai/menikah;tidak ada;2;mobil;33;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
0<=X<200;36;kredit penting/kredit lainnya;mobil baru;2820;<100;<1;4;pria bercerai;tidak ada;4;mobil;27;tidak ada;milik sendiri;2;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;24;berbayar yang ada;pengalihan karir;937;<100;<1;4;pria menikah/duda;tidak ada;3;mobil;27;tidak ada;milik sendiri;2;tidak terampil;1;tidak;ya;baik
0<=X<200;18;kredit penting/kredit lainnya;mobil baru;1056;<100;>=7;3;pria lajang;penjamin;3;perumahan;30;bank;milik sendiri;2;terampil;1;tidak;ya;buruk
0<=X<200;12;kredit penting/kredit lainnya;mobil baru;3124;<100;<1;1;pria lajang;tidak ada;3;perumahan;49;bank;milik sendiri;2;tidak terampil;2;tidak;ya;baik
tidak ada pemeriksaan;9;berbayar yang ada;perabot/perlengkapan;1388;<100;1;4;wanita bercerai/menikah;tidak ada;2;perumahan;26;tidak ada;sewa;1;terampil;1;tidak;ya;baik
0<=X<200;36;berbayar yang ada;perbaikan;2384;<100;<1;4;pria lajang;tidak ada;1;tidak diketahui;33;tidak ada;sewa;1;tidak terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;12;berbayar yang ada;mobil baru;2133;tidak diketahui;>=7;4;wanita bercerai/menikah;tidak ada;4;tidak diketahui;52;tidak ada;gratis;1;kualifikasi tinggi;1;ya;ya;baik
<0;18;berbayar yang ada;perabot/perlengkapan;2039;<100;1;1;wanita bercerai/menikah;tidak ada;4;perumahan;20;bank;sewa;1;terampil;1;tidak;ya;buruk
<0;9;kredit penting/kredit lainnya;mobil baru;2799;<100;1;2;pria lajang;tidak ada;2;perumahan;36;tidak ada;sewa;2;terampil;2;tidak;ya;baik
<0;12;berbayar yang ada;perabot/perlengkapan;1289;<100;1;4;pria lajang;penjamin;1;asuransi jiwa;21;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
<0;18;berbayar yang ada;peralatan rumah tangga;1217;<100;1;4;pria menikah/duda;tidak ada;3;perumahan;47;tidak ada;milik sendiri;1;tidak terampil;1;ya;ya;buruk
<0;12;kredit penting/kredit lainnya;perabot/perlengkapan;2246;<100;>=7;3;pria lajang;tidak ada;3;asuransi jiwa;60;tidak ada;milik sendiri;2;terampil;1;tidak;ya;buruk
<0;12;kredit penting/kredit lainnya;radio/tv;385;<100;4;4;wanita bercerai/menikah;tidak ada;3;perumahan;58;tidak ada;milik sendiri;4;tidak terampil;1;ya;ya;baik
0<=X<200;24;sebelumnya tertunda;mobil baru;1965;tidak diketahui;1;4;wanita bercerai/menikah;tidak ada;4;mobil;42;tidak ada;sewa;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;21;berbayar yang ada;bisnis;1572;>=1000;>=7;4;wanita bercerai/menikah;tidak ada;4;perumahan;36;bank;milik sendiri;1;tidak terampil;1;tidak;ya;baik
0<=X<200;24;berbayar yang ada;mobil baru;2718;<100;1;3;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;20;tidak ada;sewa;1;tidak terampil;1;ya;ya;buruk
<0;24;lunas seluruhnya;lainnya;1358;tidak diketahui;>=7;4;pria lajang;tidak ada;3;mobil;40;toko;milik sendiri;1;kualifikasi tinggi;1;ya;ya;buruk
0<=X<200;6;lunas seluruhnya;mobil baru;931;100;<1;1;wanita bercerai/menikah;tidak ada;1;asuransi jiwa;32;toko;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
<0;24;berbayar yang ada;mobil baru;1442;<100;4;4;wanita bercerai/menikah;tidak ada;4;mobil;23;tidak ada;sewa;2;terampil;1;tidak;ya;buruk
0<=X<200;24;tidak ada kredit/kredit lunas;bisnis;4241;<100;1;1;pria lajang;tidak ada;4;perumahan;36;tidak ada;milik sendiri;3;tidak terampil;1;ya;ya;buruk
tidak ada pemeriksaan;18;kredit penting/kredit lainnya;mobil baru;2775;<100;4;2;pria lajang;tidak ada;2;asuransi jiwa;31;bank;milik sendiri;2;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;24;sebelumnya tertunda;bisnis;3863;<100;1;1;pria lajang;tidak ada;2;tidak diketahui;32;tidak ada;gratis;1;terampil;1;tidak;ya;baik
0<=X<200;7;berbayar yang ada;radio/tv;2329;<100;<1;1;wanita bercerai/menikah;penjamin;1;perumahan;45;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;9;berbayar yang ada;perabot/perlengkapan;918;<100;1;4;wanita bercerai/menikah;tidak ada;1;asuransi jiwa;30;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
0<=X<200;24;lunas seluruhnya;pendidikan;1837;<100;4;4;wanita bercerai/menikah;tidak ada;4;tidak diketahui;34;bank;gratis;1;tidak terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;36;berbayar yang ada;perabot/perlengkapan;3349;<100;1;4;wanita bercerai/menikah;tidak ada;2;mobil;28;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;buruk
>=200;10;berbayar yang ada;perabot/perlengkapan;1275;<100;<1;4;wanita bercerai/menikah;tidak ada;2;asuransi jiwa;23;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;24;lunas seluruhnya;perabot/perlengkapan;2828;500;1;4;pria lajang;tidak ada;4;perumahan;22;toko;milik sendiri;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;bisnis;4526;<100;1;3;pria lajang;tidak ada;2;perumahan;74;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;36;berbayar yang ada;radio/tv;2671;100;1;4;wanita bercerai/menikah;pemohon bersama;4;tidak diketahui;50;tidak ada;gratis;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;18;berbayar yang ada;radio/tv;2051;<100;<1;4;pria lajang;tidak ada;1;perumahan;33;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;15;berbayar yang ada;mobil bekas;1300;tidak diketahui;>=7;4;pria lajang;tidak ada;4;tidak diketahui;45;bank;gratis;1;terampil;2;tidak;ya;baik
<0;12;berbayar yang ada;peralatan rumah tangga;741;100;pengangguran;4;wanita bercerai/menikah;tidak ada;3;asuransi jiwa;22;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
>=200;10;berbayar yang ada;mobil baru;1240;100;>=7;1;wanita bercerai/menikah;tidak ada;4;tidak diketahui;48;tidak ada;gratis;1;tidak terampil;2;tidak;ya;buruk
<0;21;berbayar yang ada;radio/tv;3357;>=1000;<1;4;wanita bercerai/menikah;tidak ada;2;mobil;29;bank;milik sendiri;1;terampil;1;tidak;ya;baik
<0;24;lunas seluruhnya;mobil bekas;3632;<100;1;1;wanita bercerai/menikah;penjamin;4;mobil;22;bank;sewa;1;terampil;1;tidak;tidak;baik
tidak ada pemeriksaan;18;sebelumnya tertunda;perabot/perlengkapan;1808;<100;4;4;wanita bercerai/menikah;tidak ada;1;perumahan;22;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
0<=X<200;48;tidak ada kredit/kredit lunas;bisnis;12204;tidak diketahui;1;2;pria lajang;tidak ada;2;mobil;48;bank;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;60;sebelumnya tertunda;radio/tv;9157;tidak diketahui;1;2;pria lajang;tidak ada;2;tidak diketahui;27;tidak ada;gratis;1;kualifikasi tinggi;1;tidak;ya;baik
<0;6;kredit penting/kredit lainnya;mobil baru;3676;<100;1;1;pria lajang;tidak ada;3;perumahan;37;tidak ada;sewa;3;terampil;2;tidak;ya;baik
0<=X<200;30;berbayar yang ada;perabot/perlengkapan;3441;100;1;2;wanita bercerai/menikah;pemohon bersama;4;mobil;21;tidak ada;sewa;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;12;berbayar yang ada;mobil baru;640;<100;1;4;pria bercerai;tidak ada;2;perumahan;49;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
0<=X<200;21;kredit penting/kredit lainnya;bisnis;3652;<100;4;2;pria lajang;tidak ada;3;asuransi jiwa;27;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;18;kredit penting/kredit lainnya;mobil baru;1530;<100;1;3;pria lajang;tidak ada;2;asuransi jiwa;32;bank;milik sendiri;2;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;48;berbayar yang ada;bisnis;3914;tidak diketahui;1;4;pria bercerai;tidak ada;2;perumahan;38;bank;milik sendiri;1;terampil;1;tidak;ya;buruk
<0;12;berbayar yang ada;perabot/perlengkapan;1858;<100;<1;4;wanita bercerai/menikah;tidak ada;1;mobil;22;tidak ada;sewa;1;terampil;1;tidak;ya;baik
<0;18;berbayar yang ada;radio/tv;2600;<100;1;4;pria lajang;tidak ada;4;tidak diketahui;65;tidak ada;gratis;2;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;15;berbayar yang ada;radio/tv;1979;tidak diketahui;>=7;4;pria lajang;tidak ada;2;mobil;35;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
>=200;6;berbayar yang ada;perabot/perlengkapan;2116;<100;1;2;pria lajang;tidak ada;2;perumahan;41;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
0<=X<200;9;lunas seluruhnya;mobil baru;1437;100;4;2;pria lajang;tidak ada;3;tidak diketahui;29;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;42;kredit penting/kredit lainnya;perabot/perlengkapan;4042;500;1;4;pria lajang;tidak ada;4;perumahan;36;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;9;berbayar yang ada;pendidikan;3832;tidak diketahui;>=7;1;pria lajang;tidak ada;4;perumahan;64;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
<0;24;berbayar yang ada;radio/tv;3660;<100;1;2;wanita bercerai/menikah;tidak ada;4;mobil;28;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;18;lunas seluruhnya;perabot/perlengkapan;1553;<100;1;4;pria lajang;tidak ada;3;mobil;44;bank;milik sendiri;1;terampil;1;tidak;ya;buruk
0<=X<200;15;berbayar yang ada;radio/tv;1444;tidak diketahui;<1;4;pria lajang;tidak ada;1;asuransi jiwa;23;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;9;berbayar yang ada;perabot/perlengkapan;1980;<100;<1;2;wanita bercerai/menikah;pemohon bersama;2;mobil;19;tidak ada;sewa;2;terampil;1;tidak;ya;buruk
0<=X<200;24;berbayar yang ada;mobil baru;1355;<100;<1;3;wanita bercerai/menikah;tidak ada;4;mobil;25;tidak ada;milik sendiri;1;tidak terampil;1;ya;ya;buruk
tidak ada pemeriksaan;12;berbayar yang ada;pendidikan;1393;<100;>=7;4;pria lajang;tidak ada;4;asuransi jiwa;47;bank;milik sendiri;3;terampil;2;ya;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;radio/tv;1376;500;4;4;wanita bercerai/menikah;tidak ada;1;mobil;28;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;60;sebelumnya tertunda;radio/tv;15653;<100;4;2;pria lajang;tidak ada;4;mobil;21;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;12;berbayar yang ada;radio/tv;1493;<100;<1;4;wanita bercerai/menikah;tidak ada;3;mobil;34;tidak ada;milik sendiri;1;terampil;2;tidak;ya;baik
<0;42;sebelumnya tertunda;radio/tv;4370;<100;4;3;pria lajang;tidak ada;2;asuransi jiwa;26;bank;milik sendiri;2;terampil;2;ya;ya;buruk
<0;18;berbayar yang ada;pendidikan;750;<100;pengangguran;4;wanita bercerai/menikah;tidak ada;1;perumahan;27;tidak ada;milik sendiri;1;unemp/tidak terampil non res;1;tidak;ya;buruk
0<=X<200;15;berbayar yang ada;perbaikan;1308;<100;>=7;4;pria lajang;tidak ada;4;mobil;38;tidak ada;milik sendiri;2;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;15;berbayar yang ada;pendidikan;4623;100;1;3;pria lajang;tidak ada;2;asuransi jiwa;40;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;buruk
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;radio/tv;1851;<100;4;4;pria menikah/duda;penjamin;2;mobil;33;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
<0;18;kredit penting/kredit lainnya;radio/tv;1880;<100;4;4;pria menikah/duda;tidak ada;1;asuransi jiwa;32;tidak ada;milik sendiri;2;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;36;sebelumnya tertunda;bisnis;7980;tidak diketahui;<1;4;pria lajang;tidak ada;4;mobil;27;tidak ada;sewa;2;terampil;1;ya;ya;buruk
<0;30;tidak ada kredit/kredit lunas;perabot/perlengkapan;4583;<100;1;2;pria bercerai;penjamin;2;perumahan;32;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;12;berbayar yang ada;mobil baru;1386;500;1;2;wanita bercerai/menikah;tidak ada;2;asuransi jiwa;26;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
>=200;24;berbayar yang ada;mobil baru;947;<100;4;4;pria lajang;tidak ada;3;tidak diketahui;38;bank;gratis;1;terampil;2;tidak;ya;buruk
<0;12;berbayar yang ada;pendidikan;684;<100;1;4;pria lajang;tidak ada;4;mobil;40;tidak ada;sewa;1;tidak terampil;2;tidak;ya;buruk
<0;48;berbayar yang ada;pendidikan;7476;<100;4;4;pria lajang;tidak ada;1;tidak diketahui;50;tidak ada;gratis;1;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;12;berbayar yang ada;perabot/perlengkapan;1922;<100;1;4;pria lajang;tidak ada;2;asuransi jiwa;37;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;buruk
<0;24;berbayar yang ada;mobil baru;2303;<100;>=7;4;pria lajang;pemohon bersama;1;perumahan;45;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
0<=X<200;36;sebelumnya tertunda;mobil baru;8086;100;>=7;2;pria lajang;tidak ada;4;mobil;42;tidak ada;milik sendiri;4;kualifikasi tinggi;1;ya;ya;buruk
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;mobil bekas;2346;<100;4;4;pria lajang;tidak ada;3;mobil;35;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
<0;14;berbayar yang ada;mobil baru;3973;<100;pengangguran;1;pria lajang;tidak ada;4;tidak diketahui;22;tidak ada;gratis;1;terampil;1;tidak;ya;baik
0<=X<200;12;berbayar yang ada;mobil baru;888;<100;>=7;4;pria lajang;tidak ada;4;mobil;41;bank;milik sendiri;1;tidak terampil;2;tidak;ya;buruk
tidak ada pemeriksaan;48;berbayar yang ada;radio/tv;10222;tidak diketahui;4;4;pria lajang;tidak ada;3;mobil;37;toko;milik sendiri;1;terampil;1;ya;ya;baik
0<=X<200;30;tidak ada kredit/kredit lunas;bisnis;4221;<100;1;2;wanita bercerai/menikah;tidak ada;1;mobil;28;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
0<=X<200;18;kredit penting/kredit lainnya;perabot/perlengkapan;6361;<100;>=7;2;pria lajang;tidak ada;1;tidak diketahui;41;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
>=200;12;berbayar yang ada;radio/tv;1297;<100;1;3;pria menikah/duda;tidak ada;4;perumahan;23;tidak ada;sewa;1;terampil;1;tidak;ya;baik
<0;12;berbayar yang ada;mobil baru;900;tidak diketahui;1;4;pria menikah/duda;tidak ada;2;mobil;23;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;21;berbayar yang ada;perabot/perlengkapan;2241;<100;>=7;4;pria lajang;tidak ada;2;perumahan;50;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
0<=X<200;6;sebelumnya tertunda;perabot/perlengkapan;1050;<100;pengangguran;4;pria lajang;tidak ada;1;asuransi jiwa;35;toko;milik sendiri;2;kualifikasi tinggi;1;ya;ya;baik
>=200;6;kredit penting/kredit lainnya;pendidikan;1047;<100;1;2;wanita bercerai/menikah;tidak ada;4;asuransi jiwa;50;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;lainnya;6314;<100;pengangguran;4;pria lajang;pemohon bersama;2;tidak diketahui;27;bank;milik sendiri;2;kualifikasi tinggi;1;ya;ya;baik
0<=X<200;30;lunas seluruhnya;perabot/perlengkapan;3496;>=1000;1;4;pria lajang;tidak ada;2;mobil;34;toko;milik sendiri;1;terampil;2;ya;ya;baik
tidak ada pemeriksaan;48;lunas seluruhnya;bisnis;3609;<100;1;1;wanita bercerai/menikah;tidak ada;1;perumahan;27;toko;milik sendiri;1;terampil;1;tidak;ya;baik
<0;12;kredit penting/kredit lainnya;mobil baru;4843;<100;>=7;3;pria lajang;pemohon bersama;4;asuransi jiwa;43;tidak ada;sewa;2;terampil;1;ya;ya;buruk
>=200;30;kredit penting/kredit lainnya;radio/tv;3017;<100;>=7;4;pria lajang;tidak ada;4;asuransi jiwa;47;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;bisnis;4139;100;1;3;pria lajang;tidak ada;3;asuransi jiwa;27;tidak ada;milik sendiri;2;tidak terampil;1;ya;ya;baik
tidak ada pemeriksaan;36;berbayar yang ada;bisnis;5742;100;4;2;pria lajang;tidak ada;2;mobil;31;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
tidak ada pemeriksaan;60;berbayar yang ada;mobil baru;10366;<100;>=7;2;pria lajang;tidak ada;4;asuransi jiwa;42;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;6;kredit penting/kredit lainnya;mobil baru;2080;500;1;1;pria menikah/duda;tidak ada;2;mobil;24;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;21;sebelumnya tertunda;bisnis;2580;500;<1;4;pria lajang;tidak ada;2;perumahan;41;bank;milik sendiri;1;tidak terampil;2;tidak;ya;buruk
tidak ada pemeriksaan;30;kredit penting/kredit lainnya;radio/tv;4530;<100;4;4;wanita bercerai/menikah;tidak ada;4;mobil;26;tidak ada;sewa;1;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;perabot/perlengkapan;5150;<100;>=7;4;pria lajang;tidak ada;4;mobil;33;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
0<=X<200;72;berbayar yang ada;radio/tv;5595;100;1;2;pria menikah/duda;tidak ada;2;mobil;24;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
<0;24;berbayar yang ada;radio/tv;2384;<100;>=7;4;pria lajang;tidak ada;4;perumahan;64;bank;sewa;1;tidak terampil;1;tidak;ya;baik
tidak ada pemeriksaan;18;berbayar yang ada;radio/tv;1453;<100;<1;3;wanita bercerai/menikah;tidak ada;1;perumahan;26;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;6;berbayar yang ada;pendidikan;1538;<100;<1;1;wanita bercerai/menikah;tidak ada;2;tidak diketahui;56;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;12;berbayar yang ada;radio/tv;2279;tidak diketahui;1;4;pria lajang;tidak ada;4;tidak diketahui;37;tidak ada;gratis;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;15;sebelumnya tertunda;radio/tv;1478;<100;1;4;pria menikah/duda;tidak ada;3;perumahan;33;bank;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;24;kredit penting/kredit lainnya;radio/tv;5103;<100;<1;3;pria menikah/duda;tidak ada;3;tidak diketahui;47;tidak ada;gratis;3;terampil;1;ya;ya;baik
0<=X<200;36;sebelumnya tertunda;bisnis;9857;100;4;1;pria lajang;tidak ada;3;asuransi jiwa;31;tidak ada;milik sendiri;2;tidak terampil;2;ya;ya;baik
tidak ada pemeriksaan;60;berbayar yang ada;mobil baru;6527;tidak diketahui;1;4;pria lajang;tidak ada;4;tidak diketahui;34;tidak ada;gratis;1;terampil;2;ya;ya;baik
>=200;10;kredit penting/kredit lainnya;radio/tv;1347;tidak diketahui;4;4;pria lajang;tidak ada;2;asuransi jiwa;27;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
0<=X<200;36;sebelumnya tertunda;mobil baru;2862;100;>=7;4;pria lajang;tidak ada;3;tidak diketahui;30;tidak ada;gratis;1;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;9;berbayar yang ada;radio/tv;2753;100;>=7;3;pria lajang;pemohon bersama;4;mobil;35;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
<0;12;berbayar yang ada;mobil baru;3651;>=1000;1;1;pria lajang;tidak ada;3;asuransi jiwa;31;tidak ada;milik sendiri;1;terampil;2;tidak;ya;baik
<0;15;kredit penting/kredit lainnya;perabot/perlengkapan;975;<100;1;2;pria bercerai;tidak ada;3;asuransi jiwa;25;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
0<=X<200;15;berbayar yang ada;perbaikan;2631;100;1;3;wanita bercerai/menikah;tidak ada;2;perumahan;25;tidak ada;milik sendiri;1;tidak terampil;1;tidak;ya;baik
0<=X<200;24;berbayar yang ada;radio/tv;2896;100;<1;2;pria lajang;tidak ada;1;mobil;29;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
<0;6;kredit penting/kredit lainnya;mobil baru;4716;tidak diketahui;<1;1;pria lajang;tidak ada;3;perumahan;44;tidak ada;milik sendiri;2;tidak terampil;2;tidak;ya;baik
tidak ada pemeriksaan;24;berbayar yang ada;radio/tv;2284;<100;4;4;pria lajang;tidak ada;2;mobil;28;tidak ada;milik sendiri;1;terampil;1;ya;ya;baik
tidak ada pemeriksaan;6;berbayar yang ada;mobil bekas;1236;500;1;2;pria lajang;tidak ada;4;asuransi jiwa;50;tidak ada;sewa;1;terampil;1;tidak;ya;baik
0<=X<200;12;berbayar yang ada;radio/tv;1103;<100;4;4;pria lajang;penjamin;3;perumahan;29;tidak ada;milik sendiri;2;terampil;1;tidak;tidak;baik
tidak ada pemeriksaan;12;kredit penting/kredit lainnya;mobil baru;926;<100;pengangguran;1;wanita bercerai/menikah;tidak ada;2;asuransi jiwa;38;tidak ada;milik sendiri;1;unemp/tidak terampil non res;1;tidak;ya;baik
tidak ada pemeriksaan;18;kredit penting/kredit lainnya;radio/tv;1800;<100;1;4;pria lajang;tidak ada;2;mobil;24;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
>=200;15;berbayar yang ada;pendidikan;1905;<100;>=7;4;pria lajang;tidak ada;4;mobil;40;tidak ada;sewa;1;kualifikasi tinggi;1;ya;ya;baik
tidak ada pemeriksaan;12;berbayar yang ada;perabot/perlengkapan;1123;500;1;4;wanita bercerai/menikah;tidak ada;4;mobil;29;tidak ada;sewa;1;tidak terampil;1;tidak;ya;buruk
<0;48;kredit penting/kredit lainnya;mobil bekas;6331;<100;>=7;4;pria lajang;tidak ada;4;tidak diketahui;46;tidak ada;gratis;2;terampil;1;ya;ya;buruk
>=200;24;berbayar yang ada;radio/tv;1377;100;>=7;4;wanita bercerai/menikah;tidak ada;2;tidak diketahui;47;tidak ada;gratis;1;terampil;1;ya;ya;baik
0<=X<200;30;sebelumnya tertunda;bisnis;2503;100;>=7;4;pria lajang;tidak ada;2;asuransi jiwa;41;toko;milik sendiri;2;terampil;1;tidak;ya;baik
0<=X<200;27;berbayar yang ada;bisnis;2528;<100;<1;4;wanita bercerai/menikah;tidak ada;1;asuransi jiwa;32;tidak ada;milik sendiri;1;terampil;2;ya;ya;baik
tidak ada pemeriksaan;15;berbayar yang ada;mobil baru;5324;500;>=7;1;wanita bercerai/menikah;tidak ada;4;tidak diketahui;35;tidak ada;gratis;1;terampil;1;tidak;ya;baik
0<=X<200;48;berbayar yang ada;mobil baru;6560;100;4;3;pria lajang;tidak ada;2;asuransi jiwa;24;tidak ada;milik sendiri;1;terampil;1;tidak;ya;buruk
0<=X<200;12;tidak ada kredit/kredit lunas;perabot/perlengkapan;2969;<100;<1;4;wanita bercerai/menikah;tidak ada;3;asuransi jiwa;25;tidak ada;sewa;2;terampil;1;tidak;ya;buruk
0<=X<200;9;berbayar yang ada;radio/tv;1206;<100;>=7;4;wanita bercerai/menikah;tidak ada;4;perumahan;25;tidak ada;milik sendiri;1;terampil;1;tidak;ya;baik
0<=X<200;9;berbayar yang ada;radio/tv;2118;<100;1;2;pria lajang;tidak ada;2;perumahan;37;tidak ada;milik sendiri;1;tidak terampil;2;tidak;ya;baik
tidak ada pemeriksaan;18;kredit penting/kredit lainnya;radio/tv;629;500;>=7;4;pria lajang;tidak ada;3;asuransi jiwa;32;bank;milik sendiri;2;kualifikasi tinggi;1;ya;ya;baik
<0;6;lunas seluruhnya;pendidikan;1198;<100;>=7;4;wanita bercerai/menikah;tidak ada;4;tidak diketahui;35;tidak ada;gratis;1;terampil;1;tidak;ya;buruk
tidak ada pemeriksaan;21;berbayar yang ada;mobil bekas;2476;tidak diketahui;>=7;4;pria lajang;tidak ada;4;perumahan;46;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;baik
<0;9;kredit penting/kredit lainnya;radio/tv;1138;<100;1;4;pria lajang;tidak ada;4;perumahan;25;tidak ada;milik sendiri;2;tidak terampil;1;tidak;ya;baik
0<=X<200;60;berbayar yang ada;mobil baru;14027;<100;4;4;pria lajang;tidak ada;2;tidak diketahui;27;tidak ada;milik sendiri;1;kualifikasi tinggi;1;ya;ya;buruk
tidak ada pemeriksaan;30;kredit penting/kredit lainnya;mobil bekas;7596;tidak diketahui;>=7;1;pria lajang;tidak ada;4;mobil;63;tidak ada;milik sendiri;2;terampil;1;tidak;ya;baik
tidak ada pemeriksaan;30;kredit penting/kredit lainnya;radio/tv;3077;tidak diketahui;>=7;3;pria lajang;tidak ada;2;mobil;40;tidak ada;milik sendiri;2;terampil;2;ya;ya;baik
tidak ada pemeriksaan;18;berbayar yang ada;radio/tv;1505;<100;1;4;pria lajang;tidak ada;2;tidak diketahui;32;tidak ada;gratis;1;kualifikasi tinggi;1;ya;ya;baik
>=200;24;kredit penting/kredit lainnya;radio/tv;3148;tidak diketahui;1;3;pria lajang;tidak ada;2;mobil;31;tidak ada;milik sendiri;2;terampil;1;ya;ya;baik
0<=X<200;20;tidak ada kredit/kredit lunas;mobil bekas;6148;100;>=7;3;pria menikah/duda;tidak ada;4;mobil;31;bank;milik sendiri;2;terampil;1;ya;ya;baik
>=200;9;tidak ada kredit/kredit lunas;radio/tv;1337;<100;<1;4;pria lajang;tidak ada;2;mobil;34;tidak ada;milik sendiri;2;kualifikasi tinggi;1;ya;ya;buruk
0<=X<200;6;lunas seluruhnya;pendidikan;433;>=1000;<1;4;wanita bercerai/menikah;tidak ada;2;asuransi jiwa;24;bank;sewa;1;terampil;2;tidak;ya;buruk
